ID,Job URL,Job Title,Category,Company,Location,Salary Any,Salary B2B,Salary Internship,Salary Mandate,Salary Permanent,Work Type,Experience,Employment Type,Operating Mode,Tech Stack
97,https://justjoin.it/job-offer/miele-global-services-supply-chain-data-analyst-poznan-data-6016a3c6,Supply Chain Data Analyst,Data,Miele Global Services,Poznań,N/A,N/A,N/A,N/A,10 000 - 14 000 PLN/month,Full-time,Mid,Permanent,Remote,English: N/A; Power BI: Master; SQL: Regular
98,https://justjoin.it/job-offer/4it-solutions-projektant-programista-ds-integracji-warszawa-data,Projektant/ Programista ds. integracji,Data,4IT Solutions,Warszawa,N/A,110 - 150 PLN/h,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,Polish: N/A; XML: Advanced; REST: Advanced; WSDL: Advanced; SOA: Advanced; XSD: Advanced; PL/SQL: Nice To Have; Java: Nice To Have; Python: Nice To Have
99,https://justjoin.it/job-offer/emagine-polska-quantitative-analyst---climate-risk-krakow-data,Quantitative Analyst – Climate Risk,Data,emagine Polska,Kraków,N/A,200 PLN/h,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,FRM: Advanced; GARP SCR: Advanced; Python: Advanced; Net-Zero: Regular; Basel: Regular; FRTB: Regular; R: Nice To Have; SQL: Nice To Have; Matlab: Nice To Have
100,https://justjoin.it/job-offer/link-group-regular-data-engineer-warszawa-data,Regular Data Engineer,Data,Link Group,Warszawa,N/A,N/A,N/A,N/A,12 000 - 16 000 PLN/month,Full-time,Mid,Permanent,Remote,Palantir Foundry: Regular; Python: Regular; PySpark: Regular; Azure: Regular; SQL: Regular; TypeScript: Regular
101,https://justjoin.it/job-offer/smarketer-group-python-developer-data-backend-szczecin-data,Python Developer Data & Backend,Data,Smarketer Group,Szczecin,N/A,21 000 - 26 000 PLN/month,N/A,N/A,21 000 - 26 000 PLN/month,Full-time,Mid,"B2B, Permanent",Hybrid,Python: Master; AWS: Advanced; CI/CD: Advanced; RabbitMQ: Advanced; Django: Advanced; Azure: Advanced; API: Advanced; MySQL: Advanced; Kafka: Advanced
102,https://justjoin.it/job-offer/hubquest-bi-developer-with-sql--warszawa-data,BI Developer (with SQL),Data,hubQuest,Warszawa,N/A,18 500 - 25 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,English: N/A; SQL: Advanced; MySQL: Advanced; Business Intelligence: Advanced; ETL: Regular; Grafana: Nice To Have; InfluxDB: Nice To Have; Power BI: Nice To Have; AWS: Nice To Have
103,https://justjoin.it/job-offer/aiconic-data-engineer-warszawa-data,Data Engineer,Data,AICONIC,Warszawa,N/A,20 000 - 30 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,Data: Advanced; SQL: Advanced; Google Cloud Platform: Regular; Azure: Regular; Python: Regular
104,https://justjoin.it/job-offer/aiconic-data-scientist-warszawa-data,Data Scientist,Data,AICONIC,Warszawa,N/A,15 000 - 30 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,Data Science: Advanced; Machine Learning: Regular; Python: Regular
105,https://justjoin.it/job-offer/comscore-via-cc-data-observability-governance-technical-product-owner-wroclaw-data,Data Observability/Governance Technical Product Owner,Data,ComScore via CC,Wrocław,N/A,20 000 - 25 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Linux: Advanced; Data: Advanced
106,https://justjoin.it/job-offer/datafeedwatch-data-analyst-krakow-data,Data Analyst,Data,DataFeedWatch,Kraków,N/A,10 000 - 13 000 PLN/month,N/A,N/A,10 000 - 13 000 PLN/month,Full-time,Mid,"B2B, Permanent",Remote,Python: Regular; Pandas: Regular; Data: Regular; Git: Regular; SQL: Regular; Tableau: Regular; Power BI: Regular
107,https://justjoin.it/job-offer/itds-citizen-developer-data-and-workflow-tribe--warszawa-data,Low Code Developer (Data and Workflow Tribe),Data,ITDS,Warszawa,N/A,17 000 - 23 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Mendix: Regular; OutSystems: Regular; Power Automate: Regular
108,https://justjoin.it/job-offer/caspian-one-business-analyst-warszawa-data,Business Analyst,Data,Caspian One,Warszawa,N/A,1 400 - 2 000 PLN/day,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Microsoft Office Excel: Advanced; Microsoft Office PowerPoint: Advanced; Visio: Advanced; Power BI: Advanced; Tableau: Advanced; Jira: Regular; Confluence: Regular; Bizagi: Regular; Enterprise Architect: Regular; ERP: Regular
109,https://justjoin.it/job-offer/n-ix-strong-middle-data-engineer-azure-databricks--warszawa-data,Strong Middle Data Engineer (Azure Databricks),Data,N-iX,Warszawa,N/A,14 526 - 21 013 PLN/month,N/A,N/A,11 348 - 17 023 PLN/month,Full-time,Mid,"Permanent, B2B",Remote,PySpark: Regular; Azure: Regular; Python: Regular; Big Data: Regular
110,https://justjoin.it/job-offer/itlt-power-bi-developer-warszawa-data,Power BI Developer,Data,ITLT,Warszawa,N/A,18 300 - 23 400 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Polish: N/A; English: N/A; Power BI: Advanced; SQL: Regular; DAX: Regular
111,https://justjoin.it/job-offer/emagine-polska-postgresql-dba-warszawa-data,PostgreSQL DBA,Data,emagine Polska,Warszawa,N/A,150 - 170 PLN/h,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,PostgreSQL: Regular; SQL: Regular
112,https://justjoin.it/job-offer/rex-concepts-bk-poland-sa-digital-specialist-wroclaw-data,Digital Specialist,Data,Rex Concepts BK Poland SA,Wrocław,3 000 - 6 000 PLN/month,N/A,N/A,N/A,N/A,Full-time,Junior,Any,Hybrid,Communication Skills: Advanced; BPMN: Regular; Mobile Apps: Junior; Confluence: Junior; Atlassian: Junior; API: Nice To Have
113,https://justjoin.it/job-offer/respect-energy-analityk-hurtowni-danych-warszawa-data,Analityk Hurtowni Danych,Data,Respect Energy,Warszawa,N/A,16 000 - 20 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Polish: N/A; English: N/A; ETL tools: Advanced; Databases: Advanced; SQL: Advanced; Data Warehousing: Regular; Data modeling: Regular
114,https://justjoin.it/job-offer/n-ix-middle-data-engineer-databricks--krakow-data,Middle Data Engineer (Databricks),Data,N-iX,Kraków,N/A,17 023 - 21 411 PLN/month,N/A,N/A,13 618 - 17 212 PLN/month,Full-time,Mid,"B2B, Permanent",Remote,Azure: Regular; Databricks: Regular; Python: Regular; Apache Spark: Regular
115,https://justjoin.it/job-offer/link-group-data-engineer-with-databricks-warszawa-data,Data Engineer with Databricks,Data,Link Group,Warszawa,N/A,15 131 - 28 371 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Cloud: Advanced; Data: Advanced; Python: Advanced; Databricks: Regular
116,https://justjoin.it/job-offer/primaris-sql-developer-warszawa-data,SQL Developer,Data,Primaris,Warszawa,N/A,100 - 130 PLN/h,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,Polish: N/A; SQL: Regular; Visual Studio: Regular; Git: Regular; Tableau: Junior
117,https://justjoin.it/job-offer/scalo-big-data-developer-python-java--wroclaw-data,Big Data Developer (Python/Java),Data,SCALO,Wrocław,N/A,20 160 - 21 838 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Python: Regular; Big Data: Regular; Apache Spark: Regular; Apache Hadoop: Regular; Airflow: Regular; Elasticsearch: Regular; MongoDB: Regular; Machine Learning: Nice To Have
118,https://justjoin.it/job-offer/7n-data-engineer-databricks-azure--warszawa-data,"Data Engineer (Databricks, Azure)",Data,7N,Warszawa,N/A,24 360 - 27 720 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,Polish: N/A; SQL: Advanced; Python: Advanced; Liquibase: Regular; Azure: Regular; ELK Stack: Regular; Databricks: Regular
119,https://justjoin.it/job-offer/primaris-data-bricks-engineer-warszawa-data,Data Bricks Engineer,Data,Primaris,Warszawa,N/A,20 160 - 23 500 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Databricks: Regular; Azure: Regular; PL/SQL: Regular; Python: Regular; SQL: Regular; ETL: Regular
120,https://justjoin.it/job-offer/datumo-big-data-engineer-271dab9e-0719-42b1-b10d-cc6635f7b178,Data Engineer,Data,Datumo,Warszawa,N/A,14 000 - 25 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Cloud: Advanced; Python: Advanced; Big Data: Advanced; Snowflake: Regular; Databricks: Regular; Scala: Regular; Apache Spark: Regular; Airflow: Junior; Docker: Junior; Kafka: Junior
121,https://justjoin.it/job-offer/tooploox-data-engineer-wroclaw-data,Data Engineer,Data,Tooploox,Wrocław,N/A,13 000 - 18 000 PLN/month,N/A,N/A,12 000 - 16 000 PLN/month,Full-time,Mid,"B2B, Permanent",Remote,Polish: N/A; English: N/A; Apache Flink: Regular; PySpark: Regular; Databases: Regular; Hadoop: Regular; Distributed Computing: Regular; NoSQL: Regular; LLM: Nice To Have; Java: Nice To Have; Scala: Nice To Have; Spring Boot: Nice To Have
122,https://justjoin.it/job-offer/lite-e-commerce-machine-learning-engineer-poznan-data-e64ab099,Machine Learning Engineer,Data,Lite e-Commerce,Poznań,N/A,15 000 - 23 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,SQL: Advanced; Python: Advanced; Git: Regular; scikit-learn: Regular
123,https://justjoin.it/job-offer/connectis-administrator-hurtowni-danych-warszawa-data,Administrator Hurtowni Danych,Data,Connectis,Warszawa,N/A,15 900 - 20 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,SQL: Regular; Linux / Unix: Regular; SAS: Regular; Shell: Regular
124,https://justjoin.it/job-offer/itds-hadoop-data-engineer---banking--krakow-data,Hadoop Data Engineer - banking 💸,Data,ITDS,Kraków,N/A,1 100 - 1 400 PLN/day,N/A,N/A,N/A,Full-time,Mid,B2B,Hybrid,English: N/A; Scala: Advanced; Apache Spark: Advanced; Airflow: Advanced; SQL: Advanced; Hadoop: Regular; Hive: Regular; Google Cloud Platform: Regular; Jenkins: Junior; Git: Junior; Tableau: Nice To Have
125,https://justjoin.it/job-offer/connectis-programista-power-bi-warszawa-data,Programista Power BI,Data,Connectis,Warszawa,N/A,80 - 110 PLN/h,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,English: N/A; Power BI: Regular; SQL: Regular; DAX: Regular; Power Query: Regular
126,https://justjoin.it/job-offer/scalo-citizen-developer-low-code-no-code--wroclaw-data,Citizen Developer (Low-Code / No-Code),Data,SCALO,Wrocław,N/A,18 480 - 20 160 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Power BI: Regular; Microsoft Azure Cloud: Regular
127,https://justjoin.it/job-offer/cloudfide-mid-data-engineer-warszawa-data,Mid Data Engineer,Data,CLOUDFIDE,Warszawa,N/A,13 440 - 23 520 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Data Lake: Regular; DWH: Regular; Microsoft Azure Cloud: Regular; Databricks: Regular; SQL: Regular; Python: Regular; Apache Airflow: Nice To Have; Apache Spark: Nice To Have
128,https://justjoin.it/job-offer/experis-manpower-group-data-engineer-warszawa-data-1197d97d,Data Engineer,Data,Experis Manpower Group,Warszawa,N/A,23 520 - 26 880 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,English: Advanced; Snowflake: Regular; Amazon AWS: Regular; Python: Regular; SQL: Regular; ETL: Regular; Matilion: Junior
129,https://justjoin.it/job-offer/scalo-power-bi-developer-krakow-data,Power BI Developer,Data,SCALO,Kraków,N/A,18 480 - 21 840 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,Power BI: Regular; SQL: Regular
130,https://justjoin.it/job-offer/acaisoft-neo4j-developer-warszawa-data,Neo4J Platform Engineer,Data,Acaisoft,Warszawa,N/A,18 000 - 27 000 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,English: N/A; Polish: N/A; Neo4j: Advanced; Kubernetes: Advanced; Cloud: Advanced
131,https://justjoin.it/job-offer/experis-manpower-group-power-bi-developer-warszawa-data,Power BI Developer,Data,Experis Manpower Group,Warszawa,N/A,23 520 - 24 360 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,DAX Studio: Regular; Power BI Premium: Regular; Power BI: Regular; Power BI Desktop: Regular; Power BI embedded: Regular; English: Regular; Azure DevOps: Regular; Power BI Portal: Regular
132,https://justjoin.it/job-offer/experis-manpower-group-junior-data-analyst-lodz-data,Junior Data Analyst,Data,Experis Manpower Group,Łódź,N/A,90 - 110 PLN/h,N/A,N/A,N/A,Full-time,Junior,B2B,Remote,English: N/A; MS Excel: Regular; SQL: Regular; Tableau: Regular; Power BI: Regular; Python/R: Junior
133,https://justjoin.it/job-offer/scalo-big-data-engineer-warszawa-data,Big Data Engineer,Data,SCALO,Warszawa,N/A,21 840 - 29 400 PLN/month,N/A,N/A,N/A,Full-time,Mid,B2B,Remote,AWS: Regular; Docker: Regular; Terraform: Regular; Kubernetes: Regular; Python: Regular; Scala: Regular; Big Data: Regular; SonarQube: Regular
